text,true_label,pred_label,finbert_conf,rule_label,rule_conf
"In oil market standoff with Saudi Arabia, weakened rouble helps Russia #SaudiArabianOil #Stock #MarketScreener… https://t.co/wj5c7AaMXF",Neutral,Bearish,0.7536731,Neutral,0.6
OPEC+ will adjust its output target and redistribute production cuts between its members under pressure from Saudi… https://t.co/9LLzyIDWqG,Neutral,Bearish,0.34343982,Bearish,0.9
The world's largest oil producers are groping their way toward a deal on who's willing to cut production and by how… https://t.co/zhXJENTilz,Neutral,Bearish,0.53488123,Bearish,0.65
Trump says US will 'help Mexico along' with its OPEC+ production cuts. https://t.co/NdNXHiJV3E,Neutral,Bearish,0.49215353,Bearish,0.65
$SILC: Silicom Limited sees Q1 revs below consensus https://t.co/wGtSELbYrm,Bearish,Neutral,0.5607775,Neutral,0.6
BJ's Wholesale lowers 2019 sales outlook to approximately $12.9 bln from $12.9 bln-$13.2 bln,Bearish,Bullish,0.7661116,Neutral,0.6
"Caterpillar Inc.'s 2020 profit outlook trailed analysts' estimates, with the heavy-equipment saying continued econo... https://t.co/xbEWT86BAc",Bearish,Bullish,0.5345612,Bullish,0.65
Kohl's Q3 EPS 78 cents vs. 98 cents,Bearish,Neutral,0.47015715,Neutral,0.6
Kohl's Q3 revenue $4.625 bln vs. $4.628 bln; FactSet consensus $4.399 bln,Bearish,Neutral,0.55707717,Neutral,0.6
National Oilwell Varco EPS of -$1.01,Bearish,Bullish,0.6675585,Neutral,0.6
Penn National EPS of -$0.80,Bearish,Neutral,0.58667976,Neutral,0.6
Target Hospitality Corp. Just Missed EPS By 34%: Here's What Analysts Think Will Happen Next,Bearish,Neutral,0.8633836,Bearish,0.65
ThermoGenesis misses on revenue,Bearish,Neutral,0.9053363,Bearish,0.65
Zynga (ZNGA) Q4 Earnings Miss Estimates - Nasdaq,Bearish,Neutral,0.65457433,Bearish,0.65
Ã‚Â Chegg Reports 2019 Financial Results and Raises 2020 Guidance,Bullish,Neutral,0.8644745,Bullish,0.65
"Construction Partners EPS in-line, beats on revenue",Bullish,Neutral,0.9232973,Bullish,0.65
Equinor fourth-quarter profit beats forecast amid oilfield startup,Bullish,Bearish,0.6666148,Bullish,0.75
"II-VI EPS in-line, beats on revenue",Bullish,Neutral,0.8596157,Bullish,0.65
"LexinFintech EPS in-line, beats on revenue",Bullish,Neutral,0.7237036,Bullish,0.65
Madison Square Garden Q2 EPS $3.93 vs. $3.42,Bullish,Neutral,0.48934418,Neutral,0.6
Sanofi eyes more EPS growth this year as it narrows focus,Bullish,Neutral,0.8007602,Bullish,0.65
"Twitter tops user, sales expectations for 4Q",Bullish,Neutral,0.56566244,Neutral,0.6
UPDATE: New York Times beats earnings estimates for Q4 as subscriptions rise,Bullish,Neutral,0.7447161,Bullish,0.65
"$FRT - Federal REIT FFO misses by $0.02, beats on revenue https://t.co/uldAfaa7ba",Neutral,Bearish,0.7703615,Neutral,0.6
"Domtar EPS misses by $0.05,  revenue in-line",Neutral,Bearish,0.6273347,Bearish,0.65
Philip Morris profit and sales top estimates but tobacco company offers soft guidance,Neutral,Bullish,0.65790725,Bullish,0.65
SoftBank's Oyo reveals over $330 million annual loss; revenue surges https://t.co/sboVq3nnEm https://t.co/FNiIij62NJ,Neutral,Bearish,0.7928595,Neutral,0.6
AUD/USD Weekly Price Forecast – Australian Dollar Slams Into Resistance,Bearish,Neutral,0.40899044,Neutral,0.6
Euro pinned near 10-day lows as outlook bleak - SI https://t.co/kPqleNJhIY,Bearish,Neutral,0.63054943,Neutral,0.6
U.S. Dollar Index Futures (DX) Technical Analysis – Looking for Break into Retracement Zone at 97.630 to 97.472,Bearish,Neutral,0.8168052,Neutral,0.6
EUR/USD Failure of 1-2-3 Pattern Might be Bullish,Bullish,Neutral,0.764068,Neutral,0.85
GBP/USD – Pound Soars as Conservatives Cruise to Majority,Bullish,Neutral,0.5201499,Neutral,0.6
USD/JPY Forecast: USD to Consolidate Against JPY - DailyForex.com,Bullish,Neutral,0.528033,Neutral,0.6
USD/JPY Weekly Price Forecast – Dollar Continues To Test Resistance,Bullish,Neutral,0.6497566,Neutral,0.6
Dollar mixed versus major rivals after January jobs report,Neutral,Bearish,0.66135335,Neutral,0.6
"Volatility still remains near all-time lows across some major currency pairs, including the euro versus the dollar,… https://t.co/nZbJPUWFdn",Neutral,Bearish,0.82041675,Neutral,0.6
A Health Check of India Shadow Banks Points to Prolonged Trouble,Bearish,Neutral,0.5811264,Neutral,0.6
Banks undergoing 'real stress test' as recession fears continue https://t.co/lY9UvWu4yE by @bcheungz https://t.co/aJbqRFxRQY,Bearish,Neutral,0.565071,Neutral,0.6
Canada's economy could end up being the big loser as a rail strike drags on https://t.co/aGYaQzTAD8,Bearish,Neutral,0.8304066,Neutral,0.85
Caution Abounds Even as Emerging Markets Ready Year-Ending Rally,Bearish,Bullish,0.63776875,Bullish,0.65
Coronavirus pandemic has driven a very 'ample' market correction: former European Central Bank chief… https://t.co/dSD0FhQt36,Bearish,Neutral,0.47195864,Neutral,0.6
Coronavirus will probably destroy one of the stock market's biggest crutches https://t.co/6PAfslV0ul by @BrianSozzi https://t.co/yFTXFTKQV0,Bearish,Neutral,0.61420715,Neutral,0.6
Every Bubble Eventually Finds Its Pin https://t.co/E3LesbBMP1,Bearish,Neutral,0.9166363,Neutral,0.6
Here is a list of companies that have suspended dividends or stopped stock buybacks in April https://t.co/JUYLRQJyGp,Bearish,Neutral,0.51032627,Neutral,0.6
"Highlight: ""We're gonna see companies start to report results and I think it's gonna look ugly,"" @FBBCap's Mike Bai… https://t.co/gdtm8YBxPc",Bearish,Neutral,0.8500806,Neutral,0.6
New #IMFBlog by @GitaGopinath shows #COVID19 is already impacting the US economy with unprecedented speed and sever… https://t.co/1M3rfTmYSi,Bearish,Neutral,0.45824313,Neutral,0.6
Survey: 1 in 6 shoppers are still paying off last year's holiday debt https://t.co/AA08zAofod by @SJAsymkos https://t.co/di37aiduNS,Bearish,Neutral,0.6272645,Neutral,0.6
Tech War Set To Deepen As China Stockpiles US Chips Amid 'Silicon Curtain' Threat  https://t.co/sMw7Z0Xo3w,Bearish,Neutral,0.588126,Neutral,0.6
"The days of extraordinary market returns are over, says BlackRock https://t.co/gJu52JoL8J",Bearish,Neutral,0.760889,Neutral,0.6
"The dual shocks of the Saudi-Russian oil price war and the Covid-19 pandemic could put 500,000 Albertans out of wor… https://t.co/FUepZVgKx2",Bearish,Neutral,0.770229,Neutral,0.85
"Trader Warns ""The Rally Is Crumbling Below The Surface"" https://t.co/kdxXwZGizy",Bearish,Neutral,0.7922436,Neutral,0.6
"Turkish banks refuse to lend to Istanbul, hey here's an idea: let's open it up to the European idiots who will buy… https://t.co/oimo5fD1IB",Bearish,Neutral,0.88357055,Bullish,0.75
Videoconferences Zoom Toward Market-Boom Reckoning. https://t.co/kbPZdZj8DF #stocks #trading #economy,Bearish,Neutral,0.92432785,Neutral,0.6
"When Chinese Consumers Stay Home, the World's Retailers Take Hit",Bearish,Neutral,0.89068115,Neutral,0.6
Conditions for stock picking are improving as shares of big U.S. companies have begun to diverge https://t.co/Xrl2GkXhyW,Bullish,Neutral,0.61205804,Neutral,0.6
"Highlight: ""You're seeing some level of optimism, just because we've come way off the lows,"" @colonymktstrat says.… https://t.co/CdkwSBZK9H",Bullish,Neutral,0.4496199,Neutral,0.6
"Highlight: Goldman Sachs predicts that gold will reach $1,600 an ounce by 2020. “$1,600 is gonna be a footnote,” sa… https://t.co/DFzhAByZ6Y",Bullish,Neutral,0.8942871,Neutral,0.6
Santa Claus rally,Bullish,Neutral,0.9319856,Bullish,0.65
Spirit MTA REIT (NYSE:SMTA) Shares Have Generated A Total Return Of 34% In The Last Year,Bullish,Neutral,0.5817735,Neutral,0.6
The number of customers canceling Netflix hasn’t accelerated around the debut of rival services from Disney and App… https://t.co/O7kqU5s0aM,Bullish,Bearish,0.8411122,Neutral,0.6
This chart shows why BlackRock is upbeat on U.S. credit despite the pandemic https://t.co/7LYUG0HLHr,Bullish,Neutral,0.47405303,Neutral,0.6
This Is Why Peloton Stock Remains a Buy,Bullish,Neutral,0.9026991,Bullish,0.65
"U.S. banks will likely be allowed to keep paying dividends, even as the coronavirus pandemic threatens to create a… https://t.co/AjsqnpfOdJ",Bullish,Neutral,0.4101402,Neutral,0.6
Weekly portfolios report : Stress quickly erased #Weeklyportfoliosreport #portfolio #MarketScreener… https://t.co/aght48Gwte,Bullish,Bearish,0.6952774,Neutral,0.6
"#5things
-China IP concession
-Hong Kong election
-Loads of corporate news
-Markets rise
-Coming up...… https://t.co/aSJjULIOt3",Neutral,Bullish,0.47782186,Bullish,0.65
"$BA - Boeing plane skids off runway in Istanbul, killing one passenger https://t.co/IBHUB8yLOO",Neutral,Bearish,0.8012821,Neutral,0.6
"$ENB - No additional risk to Lake Superior from Enbridge pipeline, Minnesota says https://t.co/3AlY719yio",Neutral,Bullish,0.46005037,Bullish,0.65
"52% of Older Adults Are Making This Crucial Social Security Mistake, a Survey Shows",Neutral,Bearish,0.82249963,Neutral,0.6
"A couple claims a 500-pound, $280-million emerald was destroyed when their house burned down in California's worst-… https://t.co/jJFqUHN5qr",Neutral,Bearish,0.509798,Bearish,0.65
"As relations between the U.S. and China continue to deteriorate, one immediate risk is a “military accident or oper… https://t.co/N2fewJJeQc",Neutral,Bearish,0.8022647,Bearish,0.65
"Basking in the glow of a luxury-goods deal, Burberry boosts London stocks https://t.co/MTuHyI5ysO",Neutral,Bullish,0.7410334,Neutral,0.6
"Billionaire investor Howard Marks says we're not in a bubble, but sees reasons to take less risk https://t.co/BoHEP6B2Hi",Neutral,Bearish,0.88399774,Bearish,0.9
"Brazil's Afro-Brazilians are beginning to get their due, says @macmargolis (via @bopinion) https://t.co/tezavhCp6r",Neutral,Bullish,0.6704355,Neutral,0.6
"By diversifying, you reduce the risk of any one company losing value and negatively affecting your portfolio.… https://t.co/fZZP7j69yG",Neutral,Bearish,0.58917123,Bearish,0.65
"Desalination can provide safe drinking water, but it also creates other environmental concerns like brine. Watch th… https://t.co/yLIMmQdmp5",Neutral,Bearish,0.92509186,Bearish,0.9
Europe is set to stake its economic future on an environmental clean-up that will overhaul the way the world’s bigg… https://t.co/slU8gPy5AE,Neutral,Bullish,0.5420687,Bullish,0.65
"EY has put 100 jobs in its financial consulting unit at risk of redundancy
https://t.co/d63wR7xMfR",Neutral,Bearish,0.8372078,Bearish,0.65
"French Private Equity Has a Problem With Equality, Firms Warned",Neutral,Bearish,0.7175842,Bearish,0.65
Has bitcoin become 'digital gold?' @KitcoNewsNOW sat down with @mikemcglone11:  https://t.co/Sg3a5Xwpfj,Neutral,Bearish,0.47571942,Bearish,0.65
"Have a great weekened everyone !!! Dont forget : It’s good to have money and the things that money can buy, but it’… https://t.co/echs3JqWSX",Neutral,Bullish,0.81035453,Bullish,0.8500000000000001
Health insurance industry eyes federal aid amid coronavirus pandemic https://t.co/xyXJtq7gwE by @AnjKhem and… https://t.co/kaopnmSfQW,Neutral,Bearish,0.6902363,Neutral,0.6
"Highlight: “When growth is scarce, investors seem very willing to pay up for growth stock"" @PNCBank's… https://t.co/rO4fBOkBG9",Neutral,Bullish,0.8713845,Bullish,0.75
Investors shrugged off a WSJ report that said the US and China are working on a deal to delay the next round of Ame… https://t.co/D4CJFfE98t,Neutral,Bearish,0.74520326,Neutral,0.6
"Known as the ""most beautiful café in the world,"" the New York Café is nothing short of spectacular. (PS -- it's not… https://t.co/laxpn15BP7",Neutral,Bullish,0.9084785,Bullish,0.65
Launch of new generic drugs in U.S. still lags - WSJ,Neutral,Bearish,0.76543134,Neutral,0.6
Mandiri Warns of Risk to Loan Growth From Virus Outbreak,Neutral,Bearish,0.59313965,Bearish,0.65
Marvel Comics 1 torches record with $1.26M sale at auction https://t.co/ZCIXTnGfPG via @FoxBusiness https://t.co/09Sj0PfU9H,Neutral,Bullish,0.6119774,Bullish,0.65
Ministers risk NHS pension tax breach in bid to avert pre-poll crisis https://t.co/hw8VhL3IgU,Neutral,Bearish,0.5605942,Bearish,0.65
Monday's big rally is premature: financial advisor #economy #MarketScreener https://t.co/Ld6fdzqgQd https://t.co/nqWvTA19gR,Neutral,Bearish,0.80424386,Bullish,0.65
New Cortec PE fund biggest winner from latest Texas CDRS pension commitments,Neutral,Bullish,0.7543578,Neutral,0.6
New York Governor Cuomo notes hospitalizations down sharply @Street_Insider $SPY,Neutral,Bearish,0.8520797,Bearish,0.65
"On this day in 1994 Orange County, California filed for bankruptcy protection after interest rate swaps imploded in… https://t.co/NatWmeuiIg",Neutral,Bearish,0.8016743,Neutral,0.6
One of the largest coal-fired power plants in the Western US has just closed for good,Neutral,Bullish,0.50469446,Bullish,0.65
OPEC Considers Oil Output Cut; Tesla Shuts Stores: Virus Update,Neutral,Bearish,0.5004516,Bearish,0.65
Partnering with Costco is the latest major expansion for Beyond Meat https://t.co/TEcFCWg7Ej,Neutral,Bullish,0.60120076,Bullish,0.65
Record Demand For Fixed Income ETFs,Neutral,Bullish,0.7986486,Bullish,0.65
"Romania's health-care system is one of the worst in Europe, so much so that a team of people took matters into thei... https://t.co/dkQoUmUia4",Neutral,Bearish,0.715414,Neutral,0.6
The biggest holdup in the U.S.-China negotiations is Washington’s demand that China guarantee its pledge to buy mor… https://t.co/FIbhm2SNtj,Neutral,Bearish,0.69032174,Bullish,0.65
The number of new coronavirus cases in Indonesia surges by more than 200 for second consecutive day https://t.co/bdhN2NroqM,Neutral,Bullish,0.77921146,Bullish,0.65
"Troops are reinforcing the police in Bogota, after outbreaks of looting and vandalism https://t.co/tGzHJL5v84",Neutral,Bearish,0.6758563,Neutral,0.6
Will the yen see a decline in popularity as more countries enter zero-rate territory? Insights via @CMEGroup https://t.co/zPR2qSO8Pq,Neutral,Bearish,0.74196863,Bearish,0.65
Gold Falls After Strong Jobless Report #Silver #Stock #MarketScreener https://t.co/3ztxIAtUKP https://t.co/v92anbNxu3,Bearish,Neutral,0.62500644,Neutral,0.6
Gold Soars To 8-Year Highs As Stocks Melt-Up On Massive Short-Squeeze  https://t.co/80904NqvN0,Bullish,Neutral,0.62808913,Neutral,0.6
Gold: Prepare For Bull Market To Begin Any Day. https://t.co/H54NIPOiww #business #finance #economy,Bullish,Neutral,0.9449717,Bullish,0.65
A year in which the IPO market sobered up https://t.co/bgpuGK5XpJ,Neutral,Bullish,0.80385745,Bullish,0.65
"PPD's stock indicated in early going to open at $30, or 11% above $27 IPO price",Neutral,Bullish,0.68211323,Neutral,0.6
Alstom's U.K. unit fined 15 million pounds in connection with bribes paid in Tunisia https://t.co/wAS04f4bOb,Bearish,Neutral,0.63659316,Neutral,0.6
EU probes Qualcomm over radio-frequency chips,Bearish,Neutral,0.8749554,Neutral,0.6
"Madhya Pradesh Vyapam Scam: Man Gets 10 Years, 30 Others Get 7 Years In Jail",Bearish,Neutral,0.89631593,Neutral,0.6
U.S. agency probes 12th Tesla crash tied to possible Autopilot use,Bearish,Neutral,0.50451046,Neutral,0.85
UPDATE 1-Italian police search ArcelorMittal offices over Ilva probe,Bearish,Neutral,0.5887782,Neutral,0.6
WeWork Faces Another Investigation Over Neumann,Bearish,Neutral,0.62490875,Neutral,0.6
$TEVA - Teva in talks with DoJ to end generics probes - Bloomberg https://t.co/a47OmArrQY,Bullish,Neutral,0.81317735,Neutral,0.6
BPH Energy : Settlement of Litigation #BPHEnergy #Stock #MarketScreener https://t.co/DD5IfT4zgo https://t.co/sZfkzFWMcP,Bullish,Neutral,0.731822,Neutral,0.6
Fiat reaches settlement with Italy tax agency over Chrysler value claim,Bullish,Neutral,0.43274987,Neutral,0.6
GM not liable for punitive damages in ignition switch cases: U.S. appeals court,Bullish,Neutral,0.48967165,Neutral,0.6
HSBC makes last-minute settlement with ex-currencies head https://t.co/uqYy01pnBL,Bullish,Bearish,0.67726326,Neutral,0.6
"Amazon seeks to depose Trump, Esper in lawsuit over cloud computing contract",Neutral,Bearish,0.5528907,Bearish,0.65
"JetBlue founder was a ""death knell"" for this Canada carrier, a lawsuit says https://t.co/14JYSa5ahV",Neutral,Bearish,0.5947725,Bearish,0.65
NEW: Teva and other generic drugmakers have held talks with the U.S. about resolving a long-running probe of allege… https://t.co/CmycwwREYa,Neutral,Bullish,0.78906995,Neutral,0.6
$RMLRF $TRYUF - Ramelius Resources to scoop up Spectrum Metals https://t.co/5gqMvy0sSS,Neutral,Bullish,0.5922947,Bullish,0.65
BlackRock slashes stake in Peabody Energy,Neutral,Bearish,0.7898531,Neutral,0.6
Edgewell Personal Care is ditching its bid to acquire shaving-supply maker Harry's -- reminding big consumer compan… https://t.co/WIlJz1fbNc,Neutral,Bearish,0.7940298,Neutral,0.6
HP reiterates its rejection of Xerox's offer to buy the company https://t.co/9qYk413PZE https://t.co/WLdlx9gnjf,Neutral,Bullish,0.603089,Bullish,0.65
LVMH nears deal to buy Tiffany for $16.3 billion https://t.co/SlI2ZpyYhH,Neutral,Bullish,0.5574517,Bullish,0.65
"PayPal has struck a deal to acquire Honey, a shopping platform that offers online shoppers discounts and rewards, f… https://t.co/D9FqQbl3Tb",Neutral,Bullish,0.6905177,Neutral,0.6
Razor maker Edgewell calls off $1.7bn plans to buy rival Harry's https://t.co/m57n68T5WK,Neutral,Bearish,0.7927603,Bullish,0.65
"Simon's Taubman Deal Shows Mall REITs Undervalued, Analyst Says",Neutral,Bullish,0.6855058,Neutral,0.6
Swiss pharma company Novartis has reached a deal to purchase cholesterol drugmaker The Medicines Company for $9.7 b… https://t.co/AmTfZh6WEG,Neutral,Bullish,0.6556861,Neutral,0.6
Warner Music Group is teaming up with private equity giant Providence Equity Partners on a new fund to acquire musi… https://t.co/ADPCaF4x9i,Neutral,Bullish,0.5383433,Bullish,0.65
"WhiteWater Express Acquires Quick N Clean Location, Launching Dedicated Expansion Into Austin",Neutral,Bullish,0.58725566,Bullish,0.65
America's manufacturing sector is in a recession. But that is only part of the story. The industry has expanded by... https://t.co/YUtP2dQsAj,Bearish,Neutral,0.5709081,Neutral,0.6
"Argentina's story: 
⏩ Leaders spend 
⏩ Investors sour 
⏩ Inflation spikes 
⏩ Recession hits
🔃 Repeat 
(via… https://t.co/2AnRzFq7MM",Bearish,Neutral,0.762115,Neutral,0.6
China's first-quarter smartphone sales may halve due to coronavirus: analysts,Bearish,Neutral,0.83596617,Neutral,0.85
Eurozone PMI Shows Economy Close To Stagnation. Sign up for updates on Seeking Alpha! https://t.co/h0OGX7AT9k #economy #finance #business,Bearish,Neutral,0.9217026,Bullish,0.65
Gig workers could increase unemployment claims by another 10%: economist  by @KristinReports https://t.co/NA63QEl64P https://t.co/brqpXRi6De,Bearish,Neutral,0.72437096,Neutral,0.85
Larry Kudlow says Dec. 15 tariffs are 'still on the table' https://t.co/ft8Avs632w,Bearish,Neutral,0.49333772,Neutral,0.6
Lebanon Turns to IMF as Fitch Sounds Alarm on Default,Bearish,Neutral,0.72133076,Neutral,0.6
"Mortgage forbearance requests jump nearly 2,000% as borrowers seek relief during coronavirus outbreak https://t.co/MJ1exQ1C7K",Bearish,Neutral,0.49178547,Neutral,0.6
Spanish Farmers Rise Up Against Unfair Prices Amidst The Worst Agri-Food Crisis In Decades,Bearish,Bullish,0.7530536,Bullish,0.65
Stock Market Update: November retail sales increase less than expected,Bearish,Neutral,0.6275605,Neutral,0.6
The U.S. budget deficit widened in November to $208.8 billion https://t.co/PsXjeUbXvP,Bearish,Bullish,0.6602963,Neutral,0.6
"U.S. economy is in a contraction, says Larry Kudlow, adding that it could reopen in four to eight weeks https://t.co/tgwRWgau7k",Bearish,Neutral,0.8244084,Neutral,0.85
US Proved Oil & Gas Reserves Hit New Record High,Bearish,Bullish,0.78089744,Bullish,0.65
$ECONX: December University of Michigan Consumer Sentiment- Prelim 99.2 vs 96.5 https://t.co/M9gpUZQoF7 consensus;… https://t.co/fmehvuGCH2,Bullish,Neutral,0.44785586,Neutral,0.6
$ECONX: November Nonfarm Payrolls 266K vs 182K https://t.co/M9gpUZQoF7 consensus https://t.co/uPsOqomWWO,Bullish,Neutral,0.5405255,Neutral,0.6
12.23 Lakh New Jobs Created In September: ESIC Payroll Data,Bullish,Neutral,0.54295725,Neutral,0.6
"Austria is planning the first steps to restart its economy as soon as next week, the first European country to do so https://t.co/wpN1WMrcW5",Bullish,Neutral,0.6056638,Neutral,0.6
Booming London Defies Weak Second Quarter for Britain’s Economy,Bullish,Bearish,0.75443476,Bearish,0.65
China is buying more U.S. soybeans as both countries try to reach an initial agreement on trade. https://t.co/AXVjY70Yoc,Bullish,Neutral,0.63221556,Neutral,0.6
"China is in the process of waiving retaliatory tariffs on imports of U.S. pork and soy by domestic companies, a pro… https://t.co/08mZU9TrBX",Bullish,Neutral,0.3610647,Neutral,0.6
"Consumer credit $18.9BN, Exp. $16BN, Last $9.6BN",Bullish,Neutral,0.9160971,Neutral,0.6
Fannie boosts 2020 real GDP outlook on housing strength,Bullish,Neutral,0.46229085,Neutral,0.6
Global air passenger traffic has grown at 4% YoY in 2019 ytd while air freight volumes contracted 4% over the same period: BofA,Bullish,Neutral,0.49039376,Neutral,0.6
"Global Economy Won't See Recession in 2020, Says Quilvest",Bullish,Bearish,0.67334676,Neutral,0.6
GlobalData : Global sales of psychiatric drugs could reach more than $40bn by 2025 due to ... #GlobalData #Stock… https://t.co/rKWo7oKcgD,Bullish,Neutral,0.64284277,Neutral,0.85
Goldman: Go Long On Fracking,Bullish,Neutral,0.9028988,Neutral,0.6
Here Is The Main Reason For Today's Blockbuster Jobs Report https://t.co/KEB3cegJ7E,Bullish,Neutral,0.8910722,Neutral,0.6
Jobs Report Should Bolster Fed Confidence: Riccadonna (Radio),Bullish,Neutral,0.6834637,Neutral,0.6
Saudi Arabia's Unemployment Falls to Lowest in Over Three Years,Bullish,Bearish,0.85811466,Bearish,0.65
U.S. factory and services activity quicken in November: Markit https://t.co/Uvnds2WdjP https://t.co/NlVK9IhoJ1,Bullish,Neutral,0.4509695,Neutral,0.6
United States: JOLTS Job Openings better than estimates at 6.88M #economy #MarketScreener https://t.co/DFfgeUsoXi https://t.co/t52IA8Ih3K,Bullish,Neutral,0.6115304,Neutral,0.6
"US industrial production snaps back, rises 1.1% in November",Bullish,Neutral,0.64068604,Neutral,0.6
Britain seeking far-reaching tariff cuts in post Brexit U.S. trade deal,Neutral,Bullish,0.71505123,Bearish,0.65
"China Delays Trade Statistics, Merges January and February Data",Neutral,Bearish,0.6882906,Neutral,0.6
"China to raise penalties on IP theft in trade war compromise - SCMP

https://t.co/hVY3zAtMg0",Neutral,Bullish,0.4005591,Bullish,0.65
Greenhouse gas emissions in the U.S. are forecast to decline by a whopping 7.5% this year https://t.co/MjBXKkouHy,Neutral,Bearish,0.764436,Bearish,0.65
Kenya trade deal seen helping apparel industry,Neutral,Bullish,0.8347099,Neutral,0.6
"Morgan Stanley Sees Lower Truck Capacity, Higher Rates In 2020",Neutral,Bearish,0.67941886,Neutral,0.6
"Retail Loans To Double To Rs 96 Lakh-Crore In Five Years, Says Crisil",Neutral,Bullish,0.8293977,Neutral,0.6
Top economist lowers recession risk for 2020 but says hurdles remain via @TradingNation) https://t.co/0uYhHyIugr,Neutral,Bearish,0.4929525,Bearish,0.65
U.S. consumer credit increased at faster pace in February https://t.co/VvjV1lEi7x,Neutral,Bullish,0.7990853,Neutral,0.6
China Risks Exporting Market Volatility Like Never Before,Bearish,Neutral,0.55154455,Neutral,0.6
Dow Jones Industrial Average 8 points lower,Bearish,Neutral,0.87120634,Bearish,0.65
Higher tariffs threat weigh on global markets,Bearish,Bullish,0.6076265,Bullish,0.65
S&P Futures Crater 40 Points In One Tick On Huge For Sell Closing Imbalance  https://t.co/CFb8vKL8Hu,Bearish,Neutral,0.62447876,Neutral,0.6
"Trade, U.S. Elections Are Top Market Risks, Says Goldman Sachs's Moe",Bearish,Neutral,0.87505245,Neutral,0.6
$XLF $BAC $C - Fed fires a dud as financial sector plunges https://t.co/OwDNvwPYyd,Bearish,Neutral,0.60048026,Neutral,0.6
